"","Area","Item","Element","Year","Value","Unit"
"130681","Africa","Maize (corn)","Emissions (CH4)","1990","67.3168","kilotonnes"
"130682","Africa","Maize (corn)","Emissions (CH4)","1991","66.6787","kilotonnes"
"130683","Africa","Maize (corn)","Emissions (CH4)","1992","67.8184","kilotonnes"
"130684","Africa","Maize (corn)","Emissions (CH4)","1993","70.034","kilotonnes"
"130685","Africa","Maize (corn)","Emissions (CH4)","1994","72.9645","kilotonnes"
"130686","Africa","Maize (corn)","Emissions (CH4)","1995","67.8175","kilotonnes"
"130687","Africa","Maize (corn)","Emissions (CH4)","1996","68.0536","kilotonnes"
"130688","Africa","Maize (corn)","Emissions (CH4)","1997","69.1495","kilotonnes"
"130689","Africa","Maize (corn)","Emissions (CH4)","1998","67.7036","kilotonnes"
"130690","Africa","Maize (corn)","Emissions (CH4)","1999","65.7061","kilotonnes"
"130691","Africa","Maize (corn)","Emissions (CH4)","2000","65.4703","kilotonnes"
"130692","Africa","Maize (corn)","Emissions (CH4)","2001","64.7259","kilotonnes"
"130693","Africa","Maize (corn)","Emissions (CH4)","2002","69.2417","kilotonnes"
"130694","Africa","Maize (corn)","Emissions (CH4)","2003","76.3355","kilotonnes"
"130695","Africa","Maize (corn)","Emissions (CH4)","2004","75.0117","kilotonnes"
"130696","Africa","Maize (corn)","Emissions (CH4)","2005","79.9051","kilotonnes"
"130697","Africa","Maize (corn)","Emissions (CH4)","2006","76.4883","kilotonnes"
"130698","Africa","Maize (corn)","Emissions (CH4)","2007","76.9","kilotonnes"
"130699","Africa","Maize (corn)","Emissions (CH4)","2008","84.8986","kilotonnes"
"130700","Africa","Maize (corn)","Emissions (CH4)","2009","81.8116","kilotonnes"
"130701","Africa","Maize (corn)","Emissions (CH4)","2010","89.752","kilotonnes"
"130702","Africa","Maize (corn)","Emissions (CH4)","2011","95.4034","kilotonnes"
"130703","Africa","Maize (corn)","Emissions (CH4)","2012","98.2355","kilotonnes"
"130704","Africa","Maize (corn)","Emissions (CH4)","2013","101.77","kilotonnes"
"130705","Africa","Maize (corn)","Emissions (CH4)","2014","103.8422","kilotonnes"
"130706","Africa","Maize (corn)","Emissions (CH4)","2015","103.9725","kilotonnes"
"130707","Africa","Maize (corn)","Emissions (CH4)","2016","107.7943","kilotonnes"
"130708","Africa","Maize (corn)","Emissions (CH4)","2017","111.3348","kilotonnes"
"130709","Africa","Maize (corn)","Emissions (CH4)","2018","108.4121","kilotonnes"
"130710","Africa","Maize (corn)","Emissions (CH4)","2019","112.3078","kilotonnes"
"130711","Africa","Maize (corn)","Emissions (CH4)","2020","116.2914","kilotonnes"
"130712","Africa","Maize (corn)","Emissions (CH4)","2030","97.6297","kilotonnes"
"130713","Africa","Maize (corn)","Emissions (CH4)","2050","110.9665","kilotonnes"
"130714","Africa","Rice","Biomass burned (dry matter)","1961","1527293.9","tonnes"
"130715","Africa","Rice","Biomass burned (dry matter)","1962","1704767.9","tonnes"
"130716","Africa","Rice","Biomass burned (dry matter)","1963","1673104.4","tonnes"
"130717","Africa","Rice","Biomass burned (dry matter)","1964","1753017.2","tonnes"
"130718","Africa","Rice","Biomass burned (dry matter)","1965","1723331.5","tonnes"
"130719","Africa","Rice","Biomass burned (dry matter)","1966","1779702.1","tonnes"
"130720","Africa","Rice","Biomass burned (dry matter)","1967","1951612.85","tonnes"
"130721","Africa","Rice","Biomass burned (dry matter)","1968","2016955.05","tonnes"
"130722","Africa","Rice","Biomass burned (dry matter)","1969","2005582.15","tonnes"
"130723","Africa","Rice","Biomass burned (dry matter)","1970","2085015.9","tonnes"
"130724","Africa","Rice","Biomass burned (dry matter)","1971","2150396.6","tonnes"
"130725","Africa","Rice","Biomass burned (dry matter)","1972","2116767.4","tonnes"
"130726","Africa","Rice","Biomass burned (dry matter)","1973","2186000.3","tonnes"
"130727","Africa","Rice","Biomass burned (dry matter)","1974","2233129.8","tonnes"
"130728","Africa","Rice","Biomass burned (dry matter)","1975","2349486.7","tonnes"
"130729","Africa","Rice","Biomass burned (dry matter)","1976","2364827.3","tonnes"
"130730","Africa","Rice","Biomass burned (dry matter)","1977","2465401.95","tonnes"
"130731","Africa","Rice","Biomass burned (dry matter)","1978","2489531.55","tonnes"
"130732","Africa","Rice","Biomass burned (dry matter)","1979","2618142.45","tonnes"
"130733","Africa","Rice","Biomass burned (dry matter)","1980","2588227.4","tonnes"
"130734","Africa","Rice","Biomass burned (dry matter)","1981","2641990.45","tonnes"
"130735","Africa","Rice","Biomass burned (dry matter)","1982","2717004.4","tonnes"
"130736","Africa","Rice","Biomass burned (dry matter)","1983","2661444.5","tonnes"
"130737","Africa","Rice","Biomass burned (dry matter)","1984","2679171.55","tonnes"
"130738","Africa","Rice","Biomass burned (dry matter)","1985","2727879.55","tonnes"
"130739","Africa","Rice","Biomass burned (dry matter)","1986","2842683.8","tonnes"
"130740","Africa","Rice","Biomass burned (dry matter)","1987","2867467.35","tonnes"
"130741","Africa","Rice","Biomass burned (dry matter)","1988","3082086.7","tonnes"
"130742","Africa","Rice","Biomass burned (dry matter)","1989","3575835.45","tonnes"
"130743","Africa","Rice","Biomass burned (dry matter)","1990","3318927.15","tonnes"
"130744","Africa","Rice","Biomass burned (dry matter)","1991","3626230.3","tonnes"
"130745","Africa","Rice","Biomass burned (dry matter)","1992","3672994.05","tonnes"
"130746","Africa","Rice","Biomass burned (dry matter)","1993","3654064.7","tonnes"
"130747","Africa","Rice","Biomass burned (dry matter)","1994","3799841.1","tonnes"
"130748","Africa","Rice","Biomass burned (dry matter)","1995","3853700.4","tonnes"
"130749","Africa","Rice","Biomass burned (dry matter)","1996","3884951.95","tonnes"
"130750","Africa","Rice","Biomass burned (dry matter)","1997","4114030.25","tonnes"
"130751","Africa","Rice","Biomass burned (dry matter)","1998","4142846.4","tonnes"
"130752","Africa","Rice","Biomass burned (dry matter)","1999","4148231.45","tonnes"
"130753","Africa","Rice","Biomass burned (dry matter)","2000","4157231.1","tonnes"
"130754","Africa","Rice","Biomass burned (dry matter)","2001","4153204.0","tonnes"
"130755","Africa","Rice","Biomass burned (dry matter)","2002","4428047.8","tonnes"
"130756","Africa","Rice","Biomass burned (dry matter)","2003","4402334.75","tonnes"
"130757","Africa","Rice","Biomass burned (dry matter)","2004","4504230.5","tonnes"
"130758","Africa","Rice","Biomass burned (dry matter)","2005","4920625.6","tonnes"
"130759","Africa","Rice","Biomass burned (dry matter)","2006","5155519.6","tonnes"
"130760","Africa","Rice","Biomass burned (dry matter)","2007","4822467.1","tonnes"
"130761","Africa","Rice","Biomass burned (dry matter)","2008","5183244.55","tonnes"
"130762","Africa","Rice","Biomass burned (dry matter)","2009","4871169.05","tonnes"
"130763","Africa","Rice","Biomass burned (dry matter)","2010","6197450.6","tonnes"
"130764","Africa","Rice","Biomass burned (dry matter)","2011","6065280.65","tonnes"
"130765","Africa","Rice","Biomass burned (dry matter)","2012","6615299.35","tonnes"
"130766","Africa","Rice","Biomass burned (dry matter)","2013","6892499.9","tonnes"
"130767","Africa","Rice","Biomass burned (dry matter)","2014","7192928.6","tonnes"
"130768","Africa","Rice","Biomass burned (dry matter)","2015","7267465.15","tonnes"
"130769","Africa","Rice","Biomass burned (dry matter)","2016","8501163.55","tonnes"
"130770","Africa","Rice","Biomass burned (dry matter)","2017","8859169.55","tonnes"
"130771","Africa","Rice","Biomass burned (dry matter)","2018","9729447.75","tonnes"
"130772","Africa","Rice","Biomass burned (dry matter)","2019","9337628.85","tonnes"
"130773","Africa","Rice","Biomass burned (dry matter)","2020","9446054.2","tonnes"
"130774","Africa","Rice","Biomass burned (dry matter)","2030","6908657.0246","tonnes"
"130775","Africa","Rice","Biomass burned (dry matter)","2050","8621845.338","tonnes"
"130776","Africa","Rice","Emissions (N2O)","1961","0.1069","kilotonnes"
"130777","Africa","Rice","Emissions (N2O)","1962","0.1193","kilotonnes"
"130778","Africa","Rice","Emissions (N2O)","1963","0.1171","kilotonnes"
"130779","Africa","Rice","Emissions (N2O)","1964","0.1227","kilotonnes"
"130780","Africa","Rice","Emissions (N2O)","1965","0.1206","kilotonnes"
"130781","Africa","Rice","Emissions (N2O)","1966","0.1246","kilotonnes"
"130782","Africa","Rice","Emissions (N2O)","1967","0.1366","kilotonnes"
"130783","Africa","Rice","Emissions (N2O)","1968","0.1412","kilotonnes"
"130784","Africa","Rice","Emissions (N2O)","1969","0.1404","kilotonnes"
"130785","Africa","Rice","Emissions (N2O)","1970","0.146","kilotonnes"
"130786","Africa","Rice","Emissions (N2O)","1971","0.1505","kilotonnes"
"130787","Africa","Rice","Emissions (N2O)","1972","0.1482","kilotonnes"
"130788","Africa","Rice","Emissions (N2O)","1973","0.153","kilotonnes"
"130789","Africa","Rice","Emissions (N2O)","1974","0.1563","kilotonnes"
"130790","Africa","Rice","Emissions (N2O)","1975","0.1645","kilotonnes"
"130791","Africa","Rice","Emissions (N2O)","1976","0.1655","kilotonnes"
"130792","Africa","Rice","Emissions (N2O)","1977","0.1726","kilotonnes"
"130793","Africa","Rice","Emissions (N2O)","1978","0.1743","kilotonnes"
"130794","Africa","Rice","Emissions (N2O)","1979","0.1833","kilotonnes"
"130795","Africa","Rice","Emissions (N2O)","1980","0.1812","kilotonnes"
"130796","Africa","Rice","Emissions (N2O)","1981","0.1849","kilotonnes"
"130797","Africa","Rice","Emissions (N2O)","1982","0.1902","kilotonnes"
"130798","Africa","Rice","Emissions (N2O)","1983","0.1863","kilotonnes"
"130799","Africa","Rice","Emissions (N2O)","1984","0.1875","kilotonnes"
"130800","Africa","Rice","Emissions (N2O)","1985","0.191","kilotonnes"
"130801","Africa","Rice","Emissions (N2O)","1986","0.199","kilotonnes"
"130802","Africa","Rice","Emissions (N2O)","1987","0.2007","kilotonnes"
"130803","Africa","Rice","Emissions (N2O)","1988","0.2157","kilotonnes"
"130804","Africa","Rice","Emissions (N2O)","1989","0.2503","kilotonnes"
"130805","Africa","Rice","Emissions (N2O)","1990","0.2323","kilotonnes"
"130806","Africa","Rice","Emissions (N2O)","1991","0.2538","kilotonnes"
"130807","Africa","Rice","Emissions (N2O)","1992","0.2571","kilotonnes"
"130808","Africa","Rice","Emissions (N2O)","1993","0.2558","kilotonnes"
"130809","Africa","Rice","Emissions (N2O)","1994","0.266","kilotonnes"
"130810","Africa","Rice","Emissions (N2O)","1995","0.2698","kilotonnes"
"130811","Africa","Rice","Emissions (N2O)","1996","0.2719","kilotonnes"
"130812","Africa","Rice","Emissions (N2O)","1997","0.288","kilotonnes"
"130813","Africa","Rice","Emissions (N2O)","1998","0.29","kilotonnes"
"130814","Africa","Rice","Emissions (N2O)","1999","0.2904","kilotonnes"
"130815","Africa","Rice","Emissions (N2O)","2000","0.291","kilotonnes"
"130816","Africa","Rice","Emissions (N2O)","2001","0.2907","kilotonnes"
"130817","Africa","Rice","Emissions (N2O)","2002","0.31","kilotonnes"
"130818","Africa","Rice","Emissions (N2O)","2003","0.3082","kilotonnes"
"130819","Africa","Rice","Emissions (N2O)","2004","0.3153","kilotonnes"
"130820","Africa","Rice","Emissions (N2O)","2005","0.3444","kilotonnes"
"130821","Africa","Rice","Emissions (N2O)","2006","0.3609","kilotonnes"
"130822","Africa","Rice","Emissions (N2O)","2007","0.3376","kilotonnes"
"130823","Africa","Rice","Emissions (N2O)","2008","0.3628","kilotonnes"
"130824","Africa","Rice","Emissions (N2O)","2009","0.341","kilotonnes"
"130825","Africa","Rice","Emissions (N2O)","2010","0.4338","kilotonnes"
"130826","Africa","Rice","Emissions (N2O)","2011","0.4246","kilotonnes"
"130827","Africa","Rice","Emissions (N2O)","2012","0.4631","kilotonnes"
"130828","Africa","Rice","Emissions (N2O)","2013","0.4825","kilotonnes"
"130829","Africa","Rice","Emissions (N2O)","2014","0.5035","kilotonnes"
"130830","Africa","Rice","Emissions (N2O)","2015","0.5087","kilotonnes"
"130831","Africa","Rice","Emissions (N2O)","2016","0.5951","kilotonnes"
"130832","Africa","Rice","Emissions (N2O)","2017","0.6201","kilotonnes"
"130833","Africa","Rice","Emissions (N2O)","2018","0.6811","kilotonnes"
"130834","Africa","Rice","Emissions (N2O)","2019","0.6536","kilotonnes"
"130835","Africa","Rice","Emissions (N2O)","2020","0.6612","kilotonnes"
"130836","Africa","Rice","Emissions (N2O)","2030","0.4836","kilotonnes"
"130837","Africa","Rice","Emissions (N2O)","2050","0.6035","kilotonnes"
"130838","Africa","Rice","Emissions (CH4)","1961","4.1237","kilotonnes"
"130839","Africa","Rice","Emissions (CH4)","1962","4.6029","kilotonnes"
"130840","Africa","Rice","Emissions (CH4)","1963","4.5174","kilotonnes"
"130841","Africa","Rice","Emissions (CH4)","1964","4.7331","kilotonnes"
"130842","Africa","Rice","Emissions (CH4)","1965","4.653","kilotonnes"
"130843","Africa","Rice","Emissions (CH4)","1966","4.8052","kilotonnes"
"130844","Africa","Rice","Emissions (CH4)","1967","5.2694","kilotonnes"
"130845","Africa","Rice","Emissions (CH4)","1968","5.4458","kilotonnes"
"130846","Africa","Rice","Emissions (CH4)","1969","5.4151","kilotonnes"
"130847","Africa","Rice","Emissions (CH4)","1970","5.6295","kilotonnes"
"130848","Africa","Rice","Emissions (CH4)","1971","5.8061","kilotonnes"
"130849","Africa","Rice","Emissions (CH4)","1972","5.7153","kilotonnes"
"130850","Africa","Rice","Emissions (CH4)","1973","5.9022","kilotonnes"
"130851","Africa","Rice","Emissions (CH4)","1974","6.0295","kilotonnes"
"130852","Africa","Rice","Emissions (CH4)","1975","6.3436","kilotonnes"
"130853","Africa","Rice","Emissions (CH4)","1976","6.385","kilotonnes"
"130854","Africa","Rice","Emissions (CH4)","1977","6.6566","kilotonnes"
"130855","Africa","Rice","Emissions (CH4)","1978","6.7217","kilotonnes"
"130856","Africa","Rice","Emissions (CH4)","1979","7.069","kilotonnes"
"130857","Africa","Rice","Emissions (CH4)","1980","6.9882","kilotonnes"
"130858","Africa","Rice","Emissions (CH4)","1981","7.1334","kilotonnes"
"130859","Africa","Rice","Emissions (CH4)","1982","7.3359","kilotonnes"
"130860","Africa","Rice","Emissions (CH4)","1983","7.1859","kilotonnes"
"130861","Africa","Rice","Emissions (CH4)","1984","7.2338","kilotonnes"
"130862","Africa","Rice","Emissions (CH4)","1985","7.3653","kilotonnes"
"130863","Africa","Rice","Emissions (CH4)","1986","7.6752","kilotonnes"
"130864","Africa","Rice","Emissions (CH4)","1987","7.7422","kilotonnes"
"130865","Africa","Rice","Emissions (CH4)","1988","8.3216","kilotonnes"
"130866","Africa","Rice","Emissions (CH4)","1989","9.6548","kilotonnes"
"130867","Africa","Rice","Emissions (CH4)","1990","8.9611","kilotonnes"
"130868","Africa","Rice","Emissions (CH4)","1991","9.7908","kilotonnes"
"130869","Africa","Rice","Emissions (CH4)","1992","9.9171","kilotonnes"
"130870","Africa","Rice","Emissions (CH4)","1993","9.866","kilotonnes"
"130871","Africa","Rice","Emissions (CH4)","1994","10.2596","kilotonnes"
"130872","Africa","Rice","Emissions (CH4)","1995","10.405","kilotonnes"
"130873","Africa","Rice","Emissions (CH4)","1996","10.4894","kilotonnes"
"130874","Africa","Rice","Emissions (CH4)","1997","11.1079","kilotonnes"
"130875","Africa","Rice","Emissions (CH4)","1998","11.1857","kilotonnes"
"130876","Africa","Rice","Emissions (CH4)","1999","11.2002","kilotonnes"
"130877","Africa","Rice","Emissions (CH4)","2000","11.2245","kilotonnes"
"130878","Africa","Rice","Emissions (CH4)","2001","11.2137","kilotonnes"
"130879","Africa","Rice","Emissions (CH4)","2002","11.9557","kilotonnes"
"130880","Africa","Rice","Emissions (CH4)","2003","11.8863","kilotonnes"
"130881","Africa","Rice","Emissions (CH4)","2004","12.1614","kilotonnes"
"130882","Africa","Rice","Emissions (CH4)","2005","13.2857","kilotonnes"
"130883","Africa","Rice","Emissions (CH4)","2006","13.9199","kilotonnes"
"130884","Africa","Rice","Emissions (CH4)","2007","13.0207","kilotonnes"
"130885","Africa","Rice","Emissions (CH4)","2008","13.9948","kilotonnes"
"130886","Africa","Rice","Emissions (CH4)","2009","13.1522","kilotonnes"
"130887","Africa","Rice","Emissions (CH4)","2010","16.7331","kilotonnes"
"130888","Africa","Rice","Emissions (CH4)","2011","16.3763","kilotonnes"
"130889","Africa","Rice","Emissions (CH4)","2012","17.8613","kilotonnes"
"130890","Africa","Rice","Emissions (CH4)","2013","18.6097","kilotonnes"
"130891","Africa","Rice","Emissions (CH4)","2014","19.4209","kilotonnes"
"130892","Africa","Rice","Emissions (CH4)","2015","19.6222","kilotonnes"
"130893","Africa","Rice","Emissions (CH4)","2016","22.9531","kilotonnes"
"130894","Africa","Rice","Emissions (CH4)","2017","23.9198","kilotonnes"
"130895","Africa","Rice","Emissions (CH4)","2018","26.2695","kilotonnes"
"130896","Africa","Rice","Emissions (CH4)","2019","25.2116","kilotonnes"
"130897","Africa","Rice","Emissions (CH4)","2020","25.5043","kilotonnes"
"130898","Africa","Rice","Emissions (CH4)","2030","18.6534","kilotonnes"
"130899","Africa","Rice","Emissions (CH4)","2050","23.279","kilotonnes"
